main,code,title,description,exclusion_list,exclusion_description,exclusion_title,descriptor,level
A,02.30,raccolta di prodotti selvatici non legnosi,"Sono escluse le seguenti attività: - produzione gestita di questi prodotti (eccetto per la coltivazione di alberi di sughero), cfr. divisione 01 - coltivazione di funghi o tartufi, cfr. 01.13 - coltivazione di bacche o noci, cfr. 01.25 - raccolta di legna da ardere, cfr. 02.20 - produzione di trucioli, cfr. 16.10","- produzione gestita di questi prodotti (eccetto per la coltivazione di alberi di sughero), cfr. divisione 01 - coltivazione di funghi o tartufi, cfr. 01.13 - coltivazione di bacche o noci, cfr. 01.25 - raccolta di legna da ardere, cfr. 02.20 - produzione di trucioli, cfr. 16.10",,,"# raccolta di prodotti selvatici non legnosi

Sono escluse le seguenti attività: - produzione gestita di questi prodotti (eccetto per la coltivazione di alberi di sughero), cfr. divisione 01 - coltivazione di funghi o tartufi, cfr. 01.13 - coltivazione di bacche o noci, cfr. 01.25 - raccolta di legna da ardere, cfr. 02.20 - produzione di trucioli, cfr. 16.10

Questa sezione ATECO non comprende le seguenti attività:

- produzione gestita di questi prodotti (eccetto per la coltivazione di alberi di sughero), cfr. divisione 01 - coltivazione di funghi o tartufi, cfr. 01.13 - coltivazione di bacche o noci, cfr. 01.25 - raccolta di legna da ardere, cfr. 02.20 - produzione di trucioli, cfr. 16.10, 
",classe
A,02.40,servizi di supporto per la silvicoltura,"Sono escluse le seguenti attività: - gestione di vivai forestali, cfr. 02.10 - drenaggio dei terreni forestali, cfr. 43.12 - sgombero dei cantieri edili, cfr. 43.12","- gestione di vivai forestali, cfr. 02.10 - drenaggio dei terreni forestali, cfr. 43.12 - sgombero dei cantieri edili, cfr. 43.12",,,"# servizi di supporto per la silvicoltura

Sono escluse le seguenti attività: - gestione di vivai forestali, cfr. 02.10 - drenaggio dei terreni forestali, cfr. 43.12 - sgombero dei cantieri edili, cfr. 43.12

Questa sezione ATECO non comprende le seguenti attività:

- gestione di vivai forestali, cfr. 02.10 - drenaggio dei terreni forestali, cfr. 43.12 - sgombero dei cantieri edili, cfr. 43.12, 
",classe
A,03.11,pesca marina,"Sono escluse le seguenti attività: - cattura di mammiferi marini (escluse le balene), ad esempio trichechi, foche, cfr. 01.70 - lavorazione di pesci, crostacei e molluschi su navi-industria o in strutture a terra, cfr. 10.20 - affitto di imbarcazioni da diporto con equipaggio per il trasporto marino o in acque costiere (ad esempio per crociere di pesca), cfr. 50.10 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19","- cattura di mammiferi marini (escluse le balene), ad esempio trichechi, foche, cfr. 01.70 - lavorazione di pesci, crostacei e molluschi su navi-industria o in strutture a terra, cfr. 10.20 - affitto di imbarcazioni da diporto con equipaggio per il trasporto marino o in acque costiere (ad esempio per crociere di pesca), cfr. 50.10 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19",,,"# pesca marina

Sono escluse le seguenti attività: - cattura di mammiferi marini (escluse le balene), ad esempio trichechi, foche, cfr. 01.70 - lavorazione di pesci, crostacei e molluschi su navi-industria o in strutture a terra, cfr. 10.20 - affitto di imbarcazioni da diporto con equipaggio per il trasporto marino o in acque costiere (ad esempio per crociere di pesca), cfr. 50.10 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19

Questa sezione ATECO non comprende le seguenti attività:

- cattura di mammiferi marini (escluse le balene), ad esempio trichechi, foche, cfr. 01.70 - lavorazione di pesci, crostacei e molluschi su navi-industria o in strutture a terra, cfr. 10.20 - affitto di imbarcazioni da diporto con equipaggio per il trasporto marino o in acque costiere (ad esempio per crociere di pesca), cfr. 50.10 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19, 
",classe
A,03.12,pesca in acque dolci,"Sono escluse le seguenti attività: - lavorazione di pesci, crostacei e molluschi, cfr. 10.20 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19","- lavorazione di pesci, crostacei e molluschi, cfr. 10.20 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19",,,"# pesca in acque dolci

Sono escluse le seguenti attività: - lavorazione di pesci, crostacei e molluschi, cfr. 10.20 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19

Questa sezione ATECO non comprende le seguenti attività:

- lavorazione di pesci, crostacei e molluschi, cfr. 10.20 - pesca praticata per sport o per divertimento e relativi servizi, cfr. 93.19 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19, 
",classe
A,03.21,acquacoltura marina,"Sono escluse le seguenti attività: - allevamento di rane, cfr. 03.22 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19","- allevamento di rane, cfr. 03.22 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19",,,"# acquacoltura marina

Sono escluse le seguenti attività: - allevamento di rane, cfr. 03.22 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19

Questa sezione ATECO non comprende le seguenti attività:

- allevamento di rane, cfr. 03.22 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19, 
",classe
A,03.22,acquacoltura in acque dolci,"Sono escluse le seguenti attività: - attività di acquacoltura in riserve o bacini di acqua salata, cfr. 03.21 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19","- attività di acquacoltura in riserve o bacini di acqua salata, cfr. 03.21 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19",,,"# acquacoltura in acque dolci

Sono escluse le seguenti attività: - attività di acquacoltura in riserve o bacini di acqua salata, cfr. 03.21 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19

Questa sezione ATECO non comprende le seguenti attività:

- attività di acquacoltura in riserve o bacini di acqua salata, cfr. 03.21 - gestione di allevamenti destinati alla pesca sportiva, cfr. 93.19, 
",classe
B,05.10,estrazione di antracite,"Sono escluse le seguenti attività: - estrazione di lignite, cfr. 05.20 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione di antracite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - forni coke per la produzione di combustibili solidi, cfr. 19.10 - produzione di bricchette di antracite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12","- estrazione di lignite, cfr. 05.20 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione di antracite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - forni coke per la produzione di combustibili solidi, cfr. 19.10 - produzione di bricchette di antracite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12",,,"# estrazione di antracite

Sono escluse le seguenti attività: - estrazione di lignite, cfr. 05.20 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione di antracite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - forni coke per la produzione di combustibili solidi, cfr. 19.10 - produzione di bricchette di antracite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12

Questa sezione ATECO non comprende le seguenti attività:

- estrazione di lignite, cfr. 05.20 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione di antracite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - forni coke per la produzione di combustibili solidi, cfr. 19.10 - produzione di bricchette di antracite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12, 
",classe
B,05.20,estrazione di lignite,"Sono escluse le seguenti attività: - estrazione di antracite, cfr. 05.10 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione della lignite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - produzione di bricchette di combustibile di lignite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12","- estrazione di antracite, cfr. 05.10 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione della lignite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - produzione di bricchette di combustibile di lignite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12",,,"# estrazione di lignite

Sono escluse le seguenti attività: - estrazione di antracite, cfr. 05.10 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione della lignite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - produzione di bricchette di combustibile di lignite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12

Questa sezione ATECO non comprende le seguenti attività:

- estrazione di antracite, cfr. 05.10 - estrazione di torba, cfr. 08.92 - attività di supporto all'estrazione della lignite, cfr. 09.90 - test di trivellazione per l'estrazione di carbone, cfr. 09.90 - produzione di bricchette di combustibile di lignite, cfr. 19.20 - attività volte a sviluppare o preparare un sito per l'estrazione, cfr. 43.12, 
",classe
B,06.10,estrazione di petrolio greggio,"Sono escluse le seguenti attività: - attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di prospezione, cfr. 09.10 - produzione di prodotti petroliferi raffinati, cfr. 19.20 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - gestione di oleodotti, cfr. 49.50","- attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di prospezione, cfr. 09.10 - produzione di prodotti petroliferi raffinati, cfr. 19.20 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - gestione di oleodotti, cfr. 49.50",,,"# estrazione di petrolio greggio

Sono escluse le seguenti attività: - attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di prospezione, cfr. 09.10 - produzione di prodotti petroliferi raffinati, cfr. 19.20 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - gestione di oleodotti, cfr. 49.50

Questa sezione ATECO non comprende le seguenti attività:

- attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di prospezione, cfr. 09.10 - produzione di prodotti petroliferi raffinati, cfr. 19.20 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - gestione di oleodotti, cfr. 49.50, 
",classe
B,06.20,estrazione di gas naturale,"Sono escluse le seguenti attività: - attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di esplorazione, cfr. 09.10 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - produzione di gas industriali, cfr. 20.11 - gestione di gasdotti, cfr. 49.50","- attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di esplorazione, cfr. 09.10 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - produzione di gas industriali, cfr. 20.11 - gestione di gasdotti, cfr. 49.50",,,"# estrazione di gas naturale

Sono escluse le seguenti attività: - attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di esplorazione, cfr. 09.10 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - produzione di gas industriali, cfr. 20.11 - gestione di gasdotti, cfr. 49.50

Questa sezione ATECO non comprende le seguenti attività:

- attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10 - attività di esplorazione, cfr. 09.10 - recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20 - produzione di gas industriali, cfr. 20.11 - gestione di gasdotti, cfr. 49.50, 
",classe
B,07.10,estrazione di minerali metalliferi ferrosi,"Sono escluse le seguenti attività: - estrazione e preparazione di pirite e pirrotite (eccetto l'arrostimento), cfr. 08.91","- estrazione e preparazione di pirite e pirrotite (eccetto l'arrostimento), cfr. 08.91",,,"# estrazione di minerali metalliferi ferrosi

Sono escluse le seguenti attività: - estrazione e preparazione di pirite e pirrotite (eccetto l'arrostimento), cfr. 08.91

Questa sezione ATECO non comprende le seguenti attività:

- estrazione e preparazione di pirite e pirrotite (eccetto l'arrostimento), cfr. 08.91, 
",classe
B,07.21,estrazione di minerali di uranio e di torio,"Sono escluse le seguenti attività: - arricchimento dei minerali di uranio e di torio, cfr. 20.13 - produzione di uranio metallico da pechblenda o da altri minerali, cfr. 24.46 - fusione e raffinazione dell'uranio, cfr. 24.46","- arricchimento dei minerali di uranio e di torio, cfr. 20.13 - produzione di uranio metallico da pechblenda o da altri minerali, cfr. 24.46 - fusione e raffinazione dell'uranio, cfr. 24.46",,,"# estrazione di minerali di uranio e di torio

Sono escluse le seguenti attività: - arricchimento dei minerali di uranio e di torio, cfr. 20.13 - produzione di uranio metallico da pechblenda o da altri minerali, cfr. 24.46 - fusione e raffinazione dell'uranio, cfr. 24.46

Questa sezione ATECO non comprende le seguenti attività:

- arricchimento dei minerali di uranio e di torio, cfr. 20.13 - produzione di uranio metallico da pechblenda o da altri minerali, cfr. 24.46 - fusione e raffinazione dell'uranio, cfr. 24.46, 
",classe
B,07.29,estrazione di altri minerali metalliferi non ferrosi,"Sono escluse le seguenti attività: - estrazione e preparazione di minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di alluminio, cfr. 24.42 - produzione di metalline di rame o nickel, cfr. 24.44, 24.45","- estrazione e preparazione di minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di alluminio, cfr. 24.42 - produzione di metalline di rame o nickel, cfr. 24.44, 24.45",,,"# estrazione di altri minerali metalliferi non ferrosi

Sono escluse le seguenti attività: - estrazione e preparazione di minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di alluminio, cfr. 24.42 - produzione di metalline di rame o nickel, cfr. 24.44, 24.45

Questa sezione ATECO non comprende le seguenti attività:

- estrazione e preparazione di minerali di uranio e di torio, cfr. 07.21 - produzione di ossido di alluminio, cfr. 24.42 - produzione di metalline di rame o nickel, cfr. 24.44, 24.45, 
",classe
